text,class
victor hugo,author
"livres et documents
la plupart sur victor hugo dependant de la succession d..",category
"autographes divers
et livres avec dedicaces",category
livre mystique,category
fleurs du mal,category
no 117,noise
theatre complet,noise
alfred de vigny,author
extreme-orient,category
ivoires sculptes,category
"ecrans, paravents et",category
statuettes en bois dur,category
"bois dur incruste
et
bois laque",category
orient,category
boites ecritoires bonbonnieres,category
"miniatures
et",category
aquarelles par katchadourian,tbd
velours brodes,category
"meubles sieges, miroirs, cadre",category
"livres anciens et modernes
ouvrages illustres romantiques
et contemporains",category
"collections guillaume. paris, borel, 1895-1898.",noise
assiste de m. ch. bosse,noise
boilly (genre de,author
canton,category
delft (genre de),category
12 29 mmin,noise
boggs,author
ecole 1830,ecole
granowsky,author
granville (j.-j.,author
laurent (v.,author
norton,author
zak,author
aboilard (m.-j.,author
ancillotti,author
bourgeois (eugene,author
carpentier,author
chaigneau (j.-f.,author
cock (cesar de,author
constant (benjamin),author
crann (albert),author
deletang,author
desjobert,author
deyrolle,author
duez (ernest),author
"s
ecole francaise (xixe siecle",ecole
eymonnet,author
friez,author
hebert (antoine,author
huguenin,author
isenbart,author
japy (louis,author
jourdan (jacques),author
ladureau,author
lagar,author
le noir (robert,author
merode,author
le petit fils,author
le poittevin,author
liddel,author
luminais,author
masson (alex,author
montenard (frederic,author
olive (j.-b.),author
ottmann,author
pezant (alexandre,author
raingo-pelouse (germain,author
ricard (gustave,author
roche (marcel,author
rosa bonheur,author
rosied,author
sauvage (henri,author
thornley (william),author
van marcke (emile,author
vasselon (marius,author
villeb@uf,author
wappers (gustave),author
marque,author
mene (p.-j.,author
"corot (camille-jean-baptiste)
1796 + 1875",author
"aquarelles - dessins
anciens et modernes",category
le bas (hippolyte),author
lhermitte (l.,author
berre (jean-baptiste),author
bertin (victor,author
bruandet (lazare),author
constans (louis,author
ecole hollandaise (fin du xviie siecle-commencement du xviiie siecle,ecole
lantara (s.-m.). -- taunay (n.-a.duval (p.). -- hue (f.),author
leprince (r.-leopold),author
lerolle (henry),author
michallon (achille),author
robert (a.),author
roehn (alphonse),author
objets divers - bronzes,category
antiques,category
francaises,author
etrangeres,category
"gravures - aquarelles
tableaux",category
"ecole francaise, fin du xviie siecle",ecole
"ecole francaise, fin du xviiie siecle",ecole
ecole talienne du xviie siecle,ecole
ecole des primitifs italiens,author
chretien,author
gaboriaud (j.,author
luini (ecole de bernardino.),author
mignot,author
monginot,author
bissieres,author
carriere e. (genre de),author
daumier h. (genre de),author
doucet,author
guardi (genre de),author
harpignies (attribue a),author
chatouche,author
lepine (attribue a,author
noel jules,author
sussex de,author
quellin (attribue a jean erasmus,author
layette pour bebe,category
"boucher (francois)
(paris, 1703-1770)",author
bramer (l.,author
"delft, 1595-1674)",noise
durer (ecole de,author
"fragonard (jean-honore(grasse, 1732 ; paris, 1806)",author
"italie du nord
(vers 1500)",author
"ecole de rembrandt
(xviie siecle)",author
"ecole de rubens
(xvi1e siecle)",author
"eanenise
tiepolo (jean-baptiste)
(venise, 1696 ; madrid, 1770)",author
beaubrun (attribue a,author
"bloemart (abraham)
(gorkum, 1567 ; utrecht, 1651)",author
"ecole de brouwer
(xviie siecle)",author
"ecole des cranach
(xvie siecle)",author
"van delen (genre de)
ecole hollandaise",author
dou (atelier de gerard,author
"ecole de dumoustier
(xviie siecle)",author
"ecole allemande
(debut xvie siecle)",ecole
"ecole espagnole
(debut xviie siecle)",ecole
"ecole hollandaise
(xvi1e siecle)",ecole
gryef (a.),author
"gryeff (adriaen)
(anvers, 1670 ; bruxelles, 1715)",author
hals (ecole de franz(xviie siecle),author
"lajoue (jacques de)
(paris, 1687-1761)",author
"lingelbach (attribue a j.)
francfort, 1622 ; amsterdam, 1674)",author
quentin metsys (ecole de(xvie siecle),author
matsys (attribue a jean,author
"mieris (ecole des)
(xviie siecle)",author
"ranz
van mieris le vieux (ecole de franz)",author
"molenaer (jean-mienze)
(haarlem, 1605-1668)",author
"ass
molenaer (klass",author
van ostade (attribue a adriaen,author
"tilborgh (g. van)
(bruxelles. 1625-1678)",author
ruysdael (ecole de jacob(xviie siecle),author
wolgemuth (ecole de(vers 1500),author
wouwerman (ecole de philipps(xviie siecle),author
"brana
wuchters (abraham)
(hollande, vers 1610-1683)",author
"tableaux
appartenant a m. x...",category
"ecole francaise
(xiiie siecle)",ecole
"nvers
jean fyt
(anvers 1609-1661)",author
livres anciens en divers genres,category
beaux-arts livres en divers genres,category
ecole italienne (xixe siecle),ecole
foubert (e.),author
galland (p.-v.,author
guerin (ch.),author
hebert (auguste,author
gustave (pierre,author
ribet (e.),author
ribot (ecole de th.,author
vellay (alexis,author
seghers (d.,author
ceramiques - etains argenterie - fourrures,category
bronzes lustres glaces,category
estampes des xvi et xvii siecles,category
aldegrever (h.),author
audran (g.),author
goltzius (h.,author
morin (j.),author
nanteuil (r.,author
rubens (p.),author
salamanca (a.,author
suyderhoef (j.),author
estampes du xixe siecle et ecole moderne,category
bracquemond (f.),author
bresdin (r.),author
corot (c.-j.-b.),author
daumier (h),author
gericault (t.),author
legros (a.,author
leheutre (g.,author
numa (p.),author
picasso (p. ruiz),author
picasso (p. ruiz,author
picasso (p.,author
estampes des xviii et xix siecles,category
boucher (f.),author
desnoyers (a.,author
marines,noise
revolution (gravures relatives a la),category
romney (d'apres g.),author
schenker (n.),author
smith (j. r.),author
objets varies verrerie - glaces,category
"15
monnaies romaines
or argent et bronze",category
romaines or,category
romaines argent et bronze,category
guyot,author
hemard,author
lesgouezec,author
mac-orlan,author
prevost,author
veder,author
capon,author
carriere,author
charlot,author
chaigneau,author
clary-baroux,author
contel,author
desligneres,author
diligent,author
domergue-lagarde,author
durey (rene),author
gondouin,author
hode (pierre,author
landeau,author
lhote,author
malterre,author
peske,author
planson,author
pouchet,author
prax (v.,author
rivero (diego,author
rocher (charles,author
ruelas,author
terlikowski,author
tobeen,author
sculptures trumeau - ecran,category
broderies tapisseries anciennes,category
boilly (ecole de),author
boucher (f.) (atelier de),author
ciceri (e.),author
flandrin (paul),author
ecole italienne (fin du xviiideg siecle),ecole
grund (attribue a norbert),author
lecointe (paul),author
luigi loir,author
morland (attribue a),author
piard,noise
rouby (a.),author
cristal - argenterie - bijoux,category
"ivoires - sculptures
glace de venise",category
fourrures - etoffes,category
bandeaux en tapisserie au point,category
"fragment de tapisserie
""aux mille fleurs'",category
tapis d'orient - tapis de soie,category
"livres sur la gravure
et les beaux-arts",category
estampes anciennes & modernes,category
anquetin (louis,author
beham (h.-s.). -- durer (a.),author
bella (stef. della),author
"bonnart (n.), etc",author
canaletto (antonio),author
costumes et scenes de meurs (xviideg siecle),category
demarteau (g.),author
"ecoles flamande et hollandaise
(xviie siecle)",ecole
ecoles francaise et anglaise (xviiideg siecle,ecole
(xviie et xviii siecles),noise
fetes et carrousels,category
fleurs anciennes,category
gellee (claude,author
"gellee, poussin, mignard, etc. (d'apres)",author
gillot (par et d'apres cl.),author
la rue de l'epinay (de),author
le clerc (seb.,author
"marot (d.). - le pautre (1.), etc",author
masson (antoine),author
mellan (claude,author
morin (jean),author
paris (vues et pieces historiques,category
prudhon (par et d'apres),author
ribera (joseph),author
steinlen (th.-a.). -- veber (j.),author
vues et divers,category
"aquarelles - gouaches
dessins anciens",category
bandinelli (attribue a baccio),author
debucourt (attribue a l.-ph.,author
desrais (c.-l.),author
ecole allemande (debut du xvire siecle),ecole
"ecoles allemande et anglaise
a (xviiideg siecle)",ecole
ecole italienne (fin du xvio siecle),ecole
ecoles italiennes,ecole
hoin (claude,author
ricci (attribue a sebastiano),author
trinquesse (louis),author
tableaux - pastels aquarelles - dessins modernes,category
bouchor (j.-f.,author
camoin (charles),author
coubine (o.,author
detthow (e.,author
eberl (f.-z.),author
grillon (robert),author
hecht (joseph),author
kremegne (p.),author
laborde (ernest,author
loiseau (gustave),author
morchain (paul),author
ortiz,author
parturier (marcel),author
pether (sebastien,author
picart le doux (ch.-a.),author
porcher (a.,author
sabbagh (c.-h.),author
synave (tancrede),author
widhopff (d.-o.),author
"i
aquarelles - gouaches
pastels - dessins",category
cassatt (mary,author
cross (henri-edmond),author
smith (f.,author
espagnat (george d',author
galand (leon,author
goerg (ed.),author
luce (max.),author
tal-coat,author
tavernier (h.),author
vuillard (e.,author
zarraga (angel),author
niederhausern-rodo,author
goetz (otto,author
laurencin (d'apres marie),author
moreau le jeune (d'apres),author
benjamin-constant,author
borel (julien),author
carrache (ecole de,author
decamps (maurice,author
dupray (henri,author
ecole italienne moderne,ecole
ecole primitive,ecole
friant (emile,author
gagliardini (julien-gustave,author
grand-girard (l.,author
lucas (attribue a eugenio,author
schmid (mathias,author
sisley (genre d'alfred,author
vollon (attribue a antoine,author
bronzes - sculptures,category
objets divers services de table et de verrerie,category
tapisseries - rideaux,category
tapis d'orient & francais,category
deux peintures,category
asserberghe,author
ortmans,author
pannini (ecole de,author
rivoire (louis,author
vallin,author
dessins et tableaux modernes,category
aivazoffski (ivan),author
calame (attribe a),author
corot (d'apres,author
cousin (charles,author
daubigny (attribue a,author
faustin-besson,author
ecole anglaise (vers 1840),ecole
ecole francaise (vers 1850,ecole
ecole suisse (vers 1830,ecole
brueghel (attribue a pieter),author
ecole de l'italie du nord (xve siecle),author
giorgione (d'apres),author
palamedes (ecole de),author
santerre (j.-b.),author
schenau (johann,author
linge - verrerie - ceramique,category
tentures - tapisserie - tapis,category
"drouais
(d'apres)",author
van loo (d'apres carl),author
"giordano
(d'apres)",author
"al
2
ecole italienne",ecole
"to
ecole italienne",ecole
castello (attribue a j.-b.),author
"honthorst
(attribue a)",author
lely (attribue au chevalier,author
lorrain (ecole de claude),author
palma (attribue a j.),author
"rossi dit salviati
(attribue a)",author
"zuccaro
(attribue a)",author
"van cleef
(attribue a)",author
"bernard van orley
(ecole de)",author
bourdon (attribue a sebastien),author
"hubert robert
(ecole de)",author
"7
palamedes
(ecole de)",author
gres allemands anciens,category
faiences francaises,category
faiences italiennes,category
faiences hispano-mauresques,category
biscuit tendre de sevres,category
"statuette en terre cuite
par clodion",category
boilly (l.) (d'apres,author
(noel (l.),noise
aquarellessd,category
blanche odier,author
minoggio (ysabele,author
minoggio (ysabel),author
minoggio (ysabel,author
minoggio (ysabely,author
argenterif 1,category
"ty
fourrures",category
etoffes tapis d'orient,category
greuze (d'apres),author
* bronzes d'art et d'ameublement cuivres - etains,category
beaux livres modernes,category
bosselmen (par et d'apres),author
levilly (d'apres,author
"dessins, aquarellesgouaches, pastels
gravures",category
fantin latour,author
lallemand (d'apres),author
beaubrun (attribue a louis,author
a. de born,noise
chardin (ecole de jean-baptiste),author
ecole flamande xvie siecle,ecole
ecole flamande xviie siecle,ecole
gudin (theodore),author
gueslain (?),author
ingres (attribue a j. a. d.),author
kessel (attribue a jan ii van),author
maitre de moulins (ecole du),author
morales (ecole de luis),author
neer (ecole de aart van der),author
pereda (attribue a antoine de),author
pierre (nicolas benjamin de la),author
ravesteyn (attribue a jan anthonisz van),author
delft,category
"bronzes, luminaires,
glaces objets divers",category
baltar (victor),author
frank brangwyn,author
ecole anglaise (debut xixdeg siecle),ecole
ecole de ferrare (debut xviideg siecle),author
ecole francaise (fin xviiideg siecle),ecole
ecole francaise (epoque empire),ecole
ecole hollandaise (debut xixe siecle),ecole
fleury (robert),author
gabriel,author
genty,author
grimelund (martin),author
guirand de scewla,author
jules noel,author
ommeganck (attribue a),author
petit,author
nicolas poussin (ecole de,author
reyntjens (henrich-englebert),author
russel (attribue a john),author
teniers (ecole de),author
thiers a,author
toudouze (edouard),author
tapis d'orient tapisserie - broderie,category
chaine d'huissier,category
"broches - barrettes boucles et pendants
d'oreilles",category
bracelets bracelets-montres,category
colliers - pendentifs objets de vitrine,category
aquarelles - gravures,category
e. aubry,author
baugnier,author
carpentier (marie-paule),author
cless-brothier,author
grosjean (henry),author
jacque (attribue a charles),author
kockkock,author
provence (paul,author
rossano,author
vianelli,author
vignal,author
wely (j.),author
(@pne d-@tuew) uiilnaduvi,noise
":617
d
objets varies",category
bonheur (d'apres rosa),author
quinsac,author
"objets varies - verrerie
glaces - sculptures",category
carle vernet (d'apres),author
gerard (d'apres),author
giraud (d'apres,author
lagrenee (d'apres),author
troll (par et d'apres),author
westall (d'apres,author
berthe,author
neuville (a. de,author
"miniatures - bronzes
objets de vitrine",category
68. lot bijoux faux,noise
bordure decor palmettes; travail de christofle.,tbd
166. coffret acier sans clef,noise
"auguste (jules-robertparis, vers 1789 + 1850",author
"bonington (richard-parkes) arnold, 1801 + londres, 1828",author
"boudin
(eugene) honfleur, 1824 + trouville, 1898",author
"corot (jean-baptiste-camille) paris, 1796 + ville d'avray, 1875",author
"delacroix
(eugene) saint-maurice, 1798 + paris, 1863",author
"forain
(jean-louis) rennes, 1852 + paris, 1931",author
"luce (maximilien)
1858 + 1941",author
"manet
(edouard) paris, 1832 + paris, 1883",author
"millet (jean-francois) greville, 1814 + barbizon, 1874",author
"morisot
(berthe) bourges, 1840 + 1895.",author
"pissarro
(camille) ile saint-thomas, 1830 + paris, 1903",author
pissarro,author
"puvis de chavannes
(pierre) lyon, 1824 + paris, 1898.",author
"renoir
(auguste) limoges, 1841 + cagnes, 1919",author
"rodin
(auguste) paris, 1840 | meudon, 1917",author
"rops
(felicien) namur, 1833 + essonnes, 1898",author
"rousseau
(theodore) paris, 1812 + barbizon, 1867",author
"roussel (k. xavier)
paris, 1867",author
"vuillard
(edouard) cuiseaux, 1867 + paris 1940",author
"dessins et pastels
par",category
degas,author
"degas hilaire-germain-edgar)
paris, 1834 + paris, 1917.",author
"bonnard
(pierre) fontenay-aux-roses, 1867.",author
"carriere
(eugene) gournay, 1849 + paris, 1906",author
"cezanne
(paul) aix, 1839 + 1906.",author
"corot jean-baptiste-camille) paris, 1796 | ville d'avray, 1875",author
"daumier
(honore) marseille, 1808 + valmondois, 1879",author
"degas hilaire-germain-edgardparis, 1834 + paris, 1917.",author
ecole francaise xix(r) siecle,ecole
"forain
(jean-louis) reims, 1852 + paris, 1931",author
"gauguin
(paul) paris, 1848 + atuana, 1903",author
"guillaumin
(j.-b. armand) paris, 1841 + 1927.",author
"lebourg
(albert) montfort-sur-risle, 1849 + rouen, 1928",author
"marquet (pierre-albertbordeaux, 1875.",author
"millet
(jean-francois) greville, 1814 + barbizon, 1874",author
"monet
(claude) paris, 1840 + giverny, 1926",author
"sisley
(alfred) paris, 1839. + moret, 1893",author
vignon (victor-paul1847 + 1909,author
"vuillard
(edouard) cuiseaux, 1867 + 1940",author
paulin (paul),author
paulin,author
"rodin
(auguste) paris, 1840 + meudon, 1917",author
"corot jean-baptiste-camilleparis, 1796 + ville d'avray, 1875.",author
"millet (jean-francois) greville, 1814 + barbizon, 1874.",author
"rops
(felicien). namur, 1833 + essonnes, 1898",author
"degas (hilaire-germain-edgarparis, 1834 + paris, 1917.",author
"bonnard
(pierre) fontenay-aux-roses, 1867",author
"corot jean-baptiste-camille) paris, 1796 + ville d'avray, 1875",author
"degas (hilaire-germain-edgar)
paris, 1834 + paris, 1917.",author
"delacroix
- (eugene) saint-maurice, 1798 | paris, 1863",author
"sisley
(alfred) paris, 1839 + moret, 1893",author
"paulin
(paul)",author
"tableaux - pastels
dessins",category
bertrand (georges,author
dagnaux,author
deletang (robert,author
marchetti,author
marote,author
pastour (louis,author
perboyre,author
roumy,author
thurner (g.,author
weisz (a.),author
"objets varies ceramique - glaces
sculptures",category
chigot (eugene),author
"endris
(g.)",author
"gericault
(attribue a)",author
van der weyden,author
lantara (ecole de),author
"lancret
(d'apres)",author
baudouin (p.-a.,author
choffard (p.-p.),author
cochin (c.-n.,author
duplessi-bertaux (j.),author
eisen (ch.),author
fessard (e.,author
ficquet (e.),author
gaucher (c.-e.,author
gravelot (h.-f.),author
helman (i.-s.),author
langlois (p.-g.),author
marcenay de ghuy (a. de),author
marillier (c.-p.,author
masquelier (l.-j.),author
moreau-le-jeune (j.-m.),author
moreau-le-jeune (j.-m.,author
prevost (b.-l.,author
savart (p.),author
basan (p.-f.) - benoist (g.-p.),author
cochin (c.). -- moreau (j.-m.),author
eisen (c.) -- choffard (p.-p.),author
eisen (ch.) -- cochin (c.-n.,author
eisen (c.) -- marillier (p.-c.,author
eisen (c.) -- monnet (c.),author
le bas (j.-b.). -- fessard (e.) - duflos (c.),author
malapeau (c.-n.) - masquelier (l.-j.),author
"marillier (c.-p.), etc",author
"martinet (t.), etc",author
milius (f.,author
queverdo (f.-m.-i.) et croisier (m.-a.,author
queverdo - watelet,author
vernet (c. et h.) - bergeret,author
chretien (g.l.,author
chretien (g.-l.,author
quenedey (e.,author
quenedey (e.),author
blery (e.),author
buhot (f.),author
jouas (c.),author
monnier (h.),author
redon (0.),author
gravures - dessins - peintures,category
"ecole espagnole
(xviie siecle).",ecole
(xviie siecle).,noise
(fin du xviie siecle).,noise
eickelberg,author
bronzes - ceramique pendules - lustres - objets divers,category
porcelaine et cristaux,category
sieges & meubles - pianos,category
tapis d'aubusson tapis d'orient,category
d'aubusson et des flandres,category
eventails,category
couturier (philibert-leon),author
deveria (attribue a),author
diaz (attribue a,author
dufeu,author
ecole florentine (xvie siecle),author
langhart,author
lepere,author
panini (attribue a,author
pouget (didier),author
eventails - miniatures,category
dentelle - lingerie - fourrures,category
porcelaines - faiences anciens biscuits de la chine,category
verrerie - sculptures objets divers - glaces,category
argenterie - bijoux objets de vitrine,category
porcelaine de la chine,category
bout (ecole de pieter),author
"chatelet
(claude-louis) paris, 1753 | paris, 1794",author
cuyp (ecole d'aelbert),author
danloux (attribue a pierre-henri),author
"hulsdonck
(jacques van) anvers, 1582 + anvers, 1647",author
"lawrence
(sir thomas) bristol, 1769 + londres, 1830",author
loutherbourg (ecole de jacques-philippe),author
monnoyer,author
os attribue a jacobus van),author
piazzetta (attribues a giovanni-battista),author
"pourbus
(ecole des)",author
rigaud (atelier d'hyacinthe),author
"spaendonck
(ecole des)",author
mallet (attribue a jean-baptiste),author
meunier (attribue a louis,author
"piazzetta (attribue, a giovanni)",author
balen (attribue a hendrick van),author
bazzi dit le sodoma (ecole de),author
bronzino (ecole des,author
ceulen (attribue a cornelis janson van),author
dou (ecole de gerard),author
dyck (attribue a antoine van,author
ecole autrichienne,ecole
ecole de bale (xvie siecle),author
"ecole francaise (xviideg siecle)
deux pendants",ecole
fabritius (attribue a barend),author
francesca (ecole de piero della),author
gelder (attribue a art de),author
kessel (jan van) et schut (cornelis) (attribue a),author
kneller (attribue a gotfried,author
lenain (attribue a mathieu),author
longhi (attribue a pietrodeux pendants,author
metsys (ecole de quentin),author
ricci (attribue a sebastien),author
roghman (attribue a roeland),author
"roemerswaelen (ecole de marinus, dit)",author
schook (frans-hendrik,author
snyders (attribue a frans),author
steen (ecole de jan,author
"utrecht (adriaen van)
anvers, 1599 anvers, 1652",author
wouvermann (ecole de philip),author
benassit (louis-emile),author
brakelaer (ferdinand de),author
"kallmorgen (friedrich)
ecole allemande, altona, 1856",author
michel (attribue a georges),author
"objets varies - ceramique
bois sculptes",category
beaufils,author
friedlander,author
kotschenreiter,author
teniers (maniere de,author
tuite,author
ceramique - fourrures instruments de musique - sculpture,category
frank-boogs,author
rodin,author
coypel (attribue a n.),author
"mallet
(jean-baptiste) grasse, 1759 + paris, 1835.",author
"nicolle
(victor-jean) paris, 1754 + 1826.",author
"tiepolo (giovanni-domenico)
1727 + 1804.",author
tiepolo (giovanni-domenico),author
tiepolo (giovanni-domenico,author
tiepolo (giovanni domenico),author
"bosschaert
(attribue a abrosius)",author
"ecole flamande
(fin du xviideg siecle)",ecole
"ecole francaise
(vers 1700)",ecole
"ecole francaise
(xviideg siecle)",ecole
"ecole hollandaise
(vers 1700)",ecole
"ecole provencale
(vers 1500)",ecole
"ecole siennoise
(vers 1500)",ecole
"giorgione ecole de giorgio barbarelli, dit le)
(vers 1525)",author
heda (ecole de willem claesz),author
"hondecoeter
(gillis d') anvers, date incertaine + amsterdam, 1638 (?",author
michau (attribues a theobald),author
29 - vue de village,noise
"mieris
(frans van) leyde, 1635 + leyde, 1681.",author
"molenaer
(jan-mienze) haarlem, vers 1600 + haarlem, 1668",author
moreau (attribues a louis-gabriel),author
"natoire
(charles-joseph) nimes, 1700 + castelgondolfo, 1777",author
"rottenhammer
(ecole de johann)",author
"rysbrack
(gerard) anvers, 1696 anvers, 1773",author
savery (attribue a roelant,author
"subleyras
(attribues a pierre) uzes, 1699 + rome, 1749.",author
42 -- saint jerome,noise
taraval (attribues a hugues),author
"vigee-lebrun
(ecole de louise-elisabeth)",author
"porcelaines anciennes
biscuits de sevres",category
sculptures glace - ecran,category
"sieges ameublements de salon
jare",category
meubles en bois sculpte,category
meubles en bois de placage,category
ausalier (?),author
casteelen,author
dance (george,author
dood (attribue a daniel),author
morland (attribue a georges),author
peters (attribue a william),author
van hoet,author
vivan (thomas),author
ecole anglaise (d'apres 1'),author
ecole francaise (debut du xviire siecle),ecole
ecole italienne (xixo siecle),ecole
barker (attribue a aston),author
brascassat (d'apres),author
choubrac (leon),author
lancret (d'apres),author
"r
morland (attribue a george",author
mosnier (jean-laurent),author
oudry (d'apres),author
richomme (jules,author
singleton (attribue a henry),author
stuart (charles,author
veronese (ecole de,author
ziem (d'apres,author
ecole anglaise (xviiideg siecle,ecole
tapisserie - tapis d'orient,category
"carmontelle (attribue a louis carrogis, dit)",author
gauthier-d'agoty (ecole de,author
largilliere (attribue a nicolas de,author
pillement (attribues a jean),author
bellini (genre des,author
biot (charles,author
bout (genre des),author
bril (ecole de paul),author
"bruandet (lazareparis, 1755 + paris, 1804",author
brueghel (ecole de,author
casanova (attribue a francesco),author
coello (genre de sanchez,author
"coene (constantinus fidelio)
velvoorden, 1780 + bruxelles, 1841",author
colson (attribue a),author
"courtaille
1765 + 1810",author
"demachy (pierre-antoine)
paris, 1723 + paris, 1807",author
denner (ecole de balthazar,author
droocsloot (attribue a cornelis,author
"duplessis-bertaux (jean)
paris, 1747 | paris, 1813 ou 1818",author
ecole espagnole (xviiideg siecle,ecole
ecole italienne (fin du xviideg siecle),ecole
ferg (attribue a frans de paula,author
greuze (d'apres jean-baptiste),author
lagrenee (attribue a jean-jacques),author
"lampi (ecole de jean-baptiste, dit le vieux)",author
leroux (l.,author
chevalier maltais (ecole du),author
millet (ecole de francisque),author
netscher (ecole des),author
raeburn (attribue a sir henry),author
rosso (ecole de giovanni battista,author
"veronese (genre de paolo caliari, dit le",author
wynants (ecole de jan,author
argenterierie.,category
l'eventail casse,noise
de saint-aubin (par ou d'apres augustin),author
huet (d'apres),author
encadree,noise
"objets d'art - sculptures
bronzes",category
gravures & dessins,category
pelletier (d'apres,author
vernet (carl) (ecole de),author
iz frozzias,author
ecole hollandaise du xviie siecle,ecole
ecole italienne du xviiie siecle,ecole
largilliere (ecole de,author
ecole norvegienne,ecole
ecole polonaise kovalsky (jean),author
renard,author
wacquez (adolphe-andre),author
darbour,author
lapschine,author
. lemaire,author
brunet de neuville,author
"monticellier
ecole de monticelli",author
franck will,author
glaces - objets divers,category
digvi fourruresoaj,author
"orfevrerie - argenterie
bijoux",category
additif,noise
tableaux pastels - aquarelles - dessins,category
berthold-mahn,author
beuret (auguste) (rodin fils,author
bouche (georges),author
boudin (eugenene,author
damoye (e.),author
daubigny (c.-f. et karl),author
detthow (erik),author
doucet (henri),author
"dufrenoy (georges)
nr",author
goethals (raymond-eugene),author
helleu (paul),author
henrino,author
herbin (auguste),author
laglenne (j.-f.),author
la patelliere (a. de),author
lepreux (albert),author
lydis (mariette),author
mare (andre),author
metzinger (jean),author
pascin (jules),author
patay (a.),author
puvis de chavannes (p.-p.),author
quost (e.),author
ravier (f.-a.),author
robaut (alfred,author
"theodore
rousseau (theodore)",author
somm (henri,author
burch (ecole de van der),author
santerre (attribue a jean-baptiste),author
hogarth (aitribue a william),author
dauby (attribue a francis,author
meulen (ecole de van der),author
steen (ecole de jan havicksz),author
ruisdael (ecole de jacob,author
wouverman (ecole de philip),author
denanto (ecole de francesco),author
dolci (ecole de carlo,author
belloni (ecole de giorgo,author
guardi (genre de francesco,author
roybet (attribue a ferdinand,author
epoque kanghi.,author
poteries japonaises,category
chaire (pots a the).,category
chawan (bols a the).,category
poteries diverses,category
objets europeens,category
"masques de danses de no
et bois sculptes",category
amethystes.,category
"gardes de sabres
tsuba",category
shunsho (1726-1792),author
kitagawa utamaro (1754-1806),author
kyotsune torii (1760),author
taito (1816-1853),author
kiyon aga (vers 1780),author
sharaku (1789-1800),author
hiroshige (1796-1858),author
kochoro kunisada (1796-1864,author
peintures chinoises et japonaises,category
antiquites prehistoriques silex avec indication de leur provenance,category
"monnaies grecques antiques
toutes tres belles",category
ceramique antique,category
antiquites egyptiennes,category
verrerie antique,category
autres proprietes,category
adler (jules,author
cambert (maurice de,author
corot (j.-b.-camille,author
fantin-latour (theodore),author
frank=will,author
"ge
laprade (pierre",author
lautrec (henri de toulouse,author
le sidaner (h.-eugene),author
moreau (adrien),author
puvis de chavannes (pierre),author
ravier (f.-auguste),author
steinlen (th.-alexandre,author
thaulaw (fritz,author
attendu (antoine-ferdinand,author
barillot (leon,author
benatou,author
berthier (paul,author
cachoud (f.-charles),author
cazin (j.-charles),author
chevalier (ernest),author
dumont (henri,author
dupuis (l.,author
dutilleux (constant),author
ecole (xixe siecle),ecole
effinger,author
fauconnet,author
friesecke,author
hiragua,author
joinville,author
knight (aston),author
landrin (h.,author
lauge,author
launay (f. de),author
leandre (c.-lucien,author
louguinine wolkonsky,author
marval (colette,author
meissonnier (eugene,author
monticelli (adolphe,author
palizzi (giuseppe),author
perez,author
pezant (auguste,author
robert (t.,author
smith (alfred,author
toulmouche (auguste),author
van marcke (emile),author
vernay (francis,author
ordre de vacations,noise
mercredi 23 decembre 1942,noise
jeudi 24 decembre 1942,noise
"tableaux - pastels aquarelles - dessins
(xixdeg - xx siecles)",category
marine,author
ecole hollandaise (premiere moitie du xixe siecle),ecole
"aman-jean
(e.-f.)",author
besnard (paul-albert),author
"bigot
(raymond)",author
"bourbon
(philippe de)",author
clerge (auguste),author
dreux (d'apres alfred de),author
"dumouchel
(l.)",author
"favory
(andre)",author
"grun
(jules)",author
"ingres
(j.-a.-d.)",author
"iwill
(m.-j.)",author
"johannot
(attribue a tony)",author
"lacault
(a.-leon)",author
"lavrate
(e.)",author
"legrand
(louis)",author
lindo-chauviac,author
"mintchine
(a.)",author
"montassier
(henri)",author
"raffet
(a.)",author
remond (jean-charles-joseph,author
"32 -- chute de wandelbalch sur le chemin de brientz a meyrinzen
chute du staubach",noise
rians,author
"saint-phalle
(e. fera de)",author
villon (jacques),author
"vogler
(p.)",author
watelin (louis-francois,author
"estampes modernes
(xixdeg - xxdeg siecles)",category
beaufrere,author
"38 -- la fuite en egypte : depart
jesus et la samaritaine fuite en egypte a l'arbre mort
procession a sainte-barbe",noise
"beltrand
(jacques)",author
"broutelle
(h.)",author
"cezanne
(paul)",author
colin (paul-emile),author
"daumier
(h.)",author
"decamps
(a.-g.)",author
"desboutin
(m.)",author
"dunoyer de segonzac
(a.)",author
"fantin-latour
(h.)",author
"forain
(j.-l.)",author
"goerg
(ed.)",author
illustrations et vignettes,category
"laboureur - laurencin (j.-e.)
(m.)",author
"leheutre
(gustave)",author
"lunois
(a.)",author
matisse (d'apres henri,author
"menus, adresses, programmes, etc",category
"nanteuil
(celestin)",author
"napoleon jer
fer",author
"raffaelli
(j.-f.)",author
"steinlen
(th.-a.)",author
"toulouse-lautrec
(h. de)",author
"objets de vitrine
miniatures boites - montres",category
de tissu de la savonnerie,category
"cochin pere et fils
(par et d'apres)",author
"moreau
(d'apres)",author
"piranese
(d'apres)",author
prieur (d'apres),author
suive (d'apres),author
"ecole francaise
(milieu du xixdeg siecle.)",ecole
"flameng
(francois)",author
flameng (francois),author
"orange
(maurice)",author
